Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent),Total
Argentina,ARG,1992,14339.85,583.775,1592.0731,16515.6981
Argentina,ARG,1993,14237.543,630.33856,1941.9553,16809.83686
Argentina,ARG,1994,14641.89,660.8694,2198.7295,17501.4889
Argentina,ARG,1995,15165.3955,559.674,2109.8723,17834.9418
Argentina,ARG,1996,16071.235,583.4196,1778.0415,18432.6961
Argentina,ARG,1997,15667.315,615.1668,2174.4775,18456.9593
Argentina,ARG,1998,16332.633,569.182,2042.183,18943.998
Argentina,ARG,1999,16882.203,536.46027,1640.2086,19058.87187
Argentina,ARG,2000,16130.374,461.07214,2167.9658,18759.41194
Argentina,ARG,2001,14848.5,518.27496,2719.5098,18086.28476
Argentina,ARG,2002,14081.449,419.35892,2626.4355,17127.24342
Argentina,ARG,2003,15163.298,536.5306,2474.0635,18173.8921
Argentina,ARG,2004,16452.973,549.3933,2201.7112,19204.0775
Argentina,ARG,2005,17247.092,471.11987,2423.3484,20141.56027
Argentina,ARG,2006,17749.436,521.03186,2652.5872,20923.05506
Argentina,ARG,2007,18930.105,482.1118,2162.6643,21574.8811
Argentina,ARG,2008,18985.994,482.61337,2132.4097,21601.01707
Argentina,ARG,2009,17859.518,525.7074,2317.3188,20702.5442
Argentina,ARG,2010,18408.924,454.75018,2353.3967,21217.07088
Argentina,ARG,2011,18959.998,397.3173,2249.7534,21607.0687
Argentina,ARG,2012,19715.709,391.35028,2160.214,22267.27328
Argentina,ARG,2013,20803.092,372.7986,2387.9854,23563.876
Argentina,ARG,2014,20233.027,326.10892,2385.3435,22944.47942
Argentina,ARG,2015,20314.229,409.87762,2373.3306,23097.43722
Argentina,ARG,2016,20124.943,474.17844,2184.0906,22783.21204
Argentina,ARG,2017,19702.318,343.6527,2338.0898,22384.0605
Argentina,ARG,2018,19193.096,382.81436,2376.033,21951.94336
Argentina,ARG,2019,17651.41,464.63037,2334.8806,20450.92097
Argentina,ARG,2020,16190.1875,546.96063,2246.39,18983.53813
Argentina,ARG,2021,17964.414,552.7973,2276.3674,20793.5787
Argentina,ARG,2022,18872.084,404.15274,2630.9456,21907.18234
Argentina,ARG,2023,18303.992,480.05695,3083.319,21867.36795
Argentina,ARG,2024,17620.96,557.7145,3158.5442,21337.2187
Asia,,1965,2612.4546,0.036664907,209.75023,2822.241495
Asia,,1966,2805.7239,0.8361167,213.58601,3020.146027
Asia,,1967,2873.7756,0.87963295,195.00906,3069.664293
Asia,,1968,3007.7524,1.4252226,211.57547,3220.753093
Asia,,1969,3389.497,2.4066215,214.2971,3606.200722
Asia,,1970,3794.008,7.655313,214.40746,4016.070773
Asia,,1971,4034.3218,11.46688,229.02072,4274.8094
Asia,,1972,4235.6416,13.166236,231.55908,4480.366916
Asia,,1973,4502.7783,14.61242,210.54982,4727.94054
Asia,,1974,4443.9497,26.155851,234.61923,4704.724781
Asia,,1975,4553.2896,32.42174,247.60916,4833.3205
Asia,,1976,4727.721,42.470554,249.55865,5019.750204
Asia,,1977,4948.0337,38.026806,240.73143,5226.791936
Asia,,1978,5130.6562,73.22091,248.99252,5452.86963
Asia,,1979,5259.8584,88.554634,265.1183,5613.531334
Asia,,1980,5121.256,102.17005,280.06177,5503.48782
Asia,,1981,5070.4404,107.65358,294.76904,5472.86302
Asia,,1982,5077.267,123.388626,296.04364,5496.699266
Asia,,1983,5251.1934,144.66187,305.20706,5701.06233
Asia,,1984,5490.4067,170.61183,301.61032,5962.62885
Asia,,1985,6314.442,205.70226,348.11594,6868.2602
Asia,,1986,6451.42,214.47368,344.58615,7010.47983
Asia,,1987,6697.5527,248.80342,349.45898,7295.8151
Asia,,1988,7014.3833,230.14278,392.18204,7636.70812
Asia,,1989,7205.752,235.60048,394.6581,7836.01058
Asia,,1990,7323.1665,248.54579,402.86563,7974.57792
Asia,,1991,7491.9995,260.6484,400.1911,8152.839
Asia,,1992,7713.1675,263.0307,396.43634,8372.63454
Asia,,1993,7865.9443,286.7127,431.29028,8583.94728
Asia,,1994,8161.1865,301.2953,424.82462,8887.30642
Asia,,1995,8327.791,327.09323,454.53403,9109.41826
Asia,,1996,8585.34,340.3251,445.1965,9370.8616
Asia,,1997,8705.045,356.74408,440.5668,9502.35588
Asia,,1998,8556.837,365.9178,460.53012,9383.28492
Asia,,1999,8735.748,366.90585,446.4024,9549.05625
Asia,,2000,8983.537,372.199,456.19672,9811.93272
Asia,,2001,9155.447,369.92215,482.01456,10007.38371
Asia,,2002,9505.35,371.41403,489.72974,10366.49377
Asia,,2003,10208.48,324.5495,501.8292,11034.8587
Asia,,2004,11016.934,365.79895,578.719,11961.45195
Asia,,2005,11754.287,374.22568,593.17,12721.68268
Asia,,2006,12270.477,377.4474,645.05505,13292.97945
Asia,,2007,12907.397,355.85144,672.53503,13935.78347
Asia,,2008,13121.235,338.70993,755.53735,14215.48228
Asia,,2009,13265.683,348.31833,743.2243,14357.22563
Asia,,2010,13906.577,359.67944,850.5784,15116.83484
Asia,,2011,14541.326,293.47308,873.6609,15708.45998
Asia,,2012,14884.837,205.94849,984.40137,16075.18686
Asia,,2013,15013.697,204.42435,1074.2861,16292.40745
Asia,,2014,15159.012,216.78105,1183.1752,16558.96825
Asia,,2015,15198.32,240.63814,1244.7561,16683.71424
Asia,,2016,15224.031,264.48627,1336.5635,16825.08077
Asia,,2017,15528.228,275.17477,1442.0531,17245.45587
Asia,,2018,15835.411,303.39813,1569.2543,17708.06343
Asia,,2019,16005.1,348.86,1710.6506,18064.6106
Asia,,2020,15663.821,350.70825,1818.4098,17832.93905
Asia,,2021,16269.225,381.29654,1987.5687,18638.09024
Asia,,2022,16459.443,397.21606,2168.2751,19024.93416
Asia,,2023,16938.713,421.17334,2286.691,19646.57734
Asia,,2024,17191.236,439.0203,2597.3962,20227.6525
Australia,AUS,1965,35401.926,0,1962.1812,37364.1072
Australia,AUS,1966,36530.195,0,1836.5687,38366.7637
Australia,AUS,1967,38074.277,0,1865.5769,39939.8539
Australia,AUS,1968,39674.453,0,1909.057,41583.51
Australia,AUS,1969,40403.906,0,2037.1492,42441.0552
Australia,AUS,1970,42795.152,0,2307.0542,45102.2062
Australia,AUS,1971,43386.85,0,2522.4714,45909.3214
Australia,AUS,1972,44422.605,0,2477.8499,46900.4549
Australia,AUS,1973,46746.24,0,2602.5881,49348.8281
Australia,AUS,1974,48799.637,0,2906.76,51706.397
Australia,AUS,1975,48820.836,0,3086.4521,51907.2881
Australia,AUS,1976,50238.664,0,2906.633,53145.297
Australia,AUS,1977,52420.12,0,2743.1743,55163.2943
Australia,AUS,1978,53353.37,0,2925.4675,56278.8375
Australia,AUS,1979,54897.805,0,2812.8074,57710.6124
Australia,AUS,1980,54560.055,0,2622.7454,57182.8004
Australia,AUS,1981,54551.49,0,2661.0183,57212.5083
Australia,AUS,1982,53349.44,0,2441.0522,55790.4922
Australia,AUS,1983,52179.82,0,2272.0674,54451.8874
Australia,AUS,1984,53207.402,0,2422.376,55629.778
Australia,AUS,1985,53904.36,0,2535.3179,56439.6779
Australia,AUS,1986,54106.33,0,2513.9377,56620.2677
Australia,AUS,1987,54880.957,0,2406.8247,57287.7817
Australia,AUS,1988,56441.37,0,2537.1826,58978.5526
Australia,AUS,1989,58388.65,0,2497.117,60885.767
Australia,AUS,1990,58682.316,0,2532.4814,61214.7974
Australia,AUS,1991,57357.73,0,2636.1445,59993.8745
Australia,AUS,1992,57615.27,0,2644.5122,60259.7822
Australia,AUS,1993,58331.223,0,2689.136,61020.359
Australia,AUS,1994,60092.69,0,2631.734,62724.424
Australia,AUS,1995,61085.332,0,2546.364,63631.696
Australia,AUS,1996,62156.863,0,2589.7034,64746.5664
Australia,AUS,1997,63054.68,0,2568.7288,65623.4088
Australia,AUS,1998,63951.734,0,2535.0808,66486.8148
Australia,AUS,1999,65856.1,0,2591.2664,68447.3664
Australia,AUS,2000,65500.91,0,2562.2432,68063.1532
Australia,AUS,2001,65295.184,0,2477.3335,67772.5175
Australia,AUS,2002,65780.64,0,2535.0977,68315.7377
Australia,AUS,2003,65906.18,0,2600.875,68507.055
Australia,AUS,2004,67230.73,0,2676.8062,69907.5362
Australia,AUS,2005,66496.57,0,2839.375,69335.945
Australia,AUS,2006,68408.57,0,2867.8247,71276.3947
Australia,AUS,2007,69019.44,0,2716.251,71735.691
Australia,AUS,2008,69036.77,0,2503.2788,71540.0488
Australia,AUS,2009,66582.445,0,2574.128,69156.573
Australia,AUS,2010,65206.027,0,2778.9858,67985.0128
Australia,AUS,2011,65389.527,0,3726.721,69116.248
Australia,AUS,2012,63394.664,0,3618.664,67013.328
Australia,AUS,2013,62586.797,0,4117.4443,66704.2413
Australia,AUS,2014,62426.65,0,3747.2446,66173.8946
Australia,AUS,2015,62683.293,0,3969.3706,66652.6636
Australia,AUS,2016,61314.945,0,4463.1055,65778.0505
Australia,AUS,2017,60422.81,0,4113.181,64535.991
Australia,AUS,2018,59371.715,0,5056.059,64427.774
Australia,AUS,2019,60087.383,0,5515.3604,65602.7434
Australia,AUS,2020,54904.527,0,6299.2314,61203.7584
Australia,AUS,2021,53318.344,0,7465.874,60784.218
Australia,AUS,2022,54563.79,0,8331.791,62895.581
Australia,AUS,2023,53204.047,0,8894.678,62098.725
Australia,AUS,2024,52910.04,0,9142.299,62052.339
Austria,AUT,1965,19523.104,0,6144.7676,25667.8716
Austria,AUT,1966,20088.371,0,6575.361,26663.732
Austria,AUT,1967,20068.441,0,6664.7446,26733.1856
Austria,AUT,1968,21642.184,0,6812.7344,28454.9184
Austria,AUT,1969,23183.395,0,6241.5293,29424.9243
Austria,AUT,1970,25607.771,0,7920.642,33528.413
Austria,AUT,1971,27114.291,0,6229.9697,33344.2607
Austria,AUT,1972,27933.074,0,6366.0923,34299.1663
Austria,AUT,1973,29624.992,0,7034.6914,36659.6834
Austria,AUT,1974,28402.668,0,8303.468,36706.136
Austria,AUT,1975,27804.973,0,8722.518,36527.491
Austria,AUT,1976,30416.121,0,7551.985,37968.106
Austria,AUT,1977,28795.771,0,9147.8,37943.571
Austria,AUT,1978,30476.65,0,9162.563,39639.213
Austria,AUT,1979,31680.486,0,10339.572,42020.058
Austria,AUT,1980,31105.39,0,10712.305,41817.695
Austria,AUT,1981,29111.797,0,11322.943,40434.74
Austria,AUT,1982,27724.738,0,11332.651,39057.389
Austria,AUT,1983,27772.525,0,11243.966,39016.491
Austria,AUT,1984,28843.139,0,9864.426,38707.565
Austria,AUT,1985,29320.92,0,11691.008,41011.928
Austria,AUT,1986,29188.86,0,11872.502,41061.362
Austria,AUT,1987,29901.793,0,13351.79,43253.583
Austria,AUT,1988,29187.338,0,13359.794,42547.132
Austria,AUT,1989,29356.61,0,13241.107,42597.717
Austria,AUT,1990,30861.555,0,11861.939,42723.494
Austria,AUT,1991,32551.846,0,11753.494,44305.34
Austria,AUT,1992,30283.236,0,12872.423,43155.659
Austria,AUT,1993,30294.996,0,13432.34,43727.336
Austria,AUT,1994,30227.936,0,12971.936,43199.872
Austria,AUT,1995,31711.867,0,13681.694,45393.561
Austria,AUT,1996,33843.87,0,12564.9375,46408.8075
Austria,AUT,1997,33661.742,0,13262.765,46924.507
Austria,AUT,1998,34258.996,0,13676.905,47935.901
Austria,AUT,1999,33425.82,0,14785.12,48210.94
Austria,AUT,2000,33243.473,0,15123.116,48366.589
Austria,AUT,2001,35052.438,0,14604.941,49657.379
Austria,AUT,2002,35134.082,0,14296.995,49431.077
Austria,AUT,2003,37525.832,0,11928.683,49454.515
Austria,AUT,2004,37588.883,0,13288.841,50877.724
Austria,AUT,2005,38004.746,0,13573.702,51578.448
Austria,AUT,2006,37010.875,0,13681.859,50692.734
Austria,AUT,2007,35313.824,0,14489.952,49803.776
Austria,AUT,2008,35312.41,0,14830.887,50143.297
Austria,AUT,2009,32515.553,0,15689.63,48205.183
Austria,AUT,2010,34614.047,0,14914.627,49528.674
Austria,AUT,2011,32871.33,0,13529.7,46401.03
Austria,AUT,2012,31572.27,0,16628.379,48200.649
Austria,AUT,2013,31337.346,0,16160.421,47497.767
Austria,AUT,2014,29426.52,0,15856.681,45283.201
Austria,AUT,2015,30139.318,0,14879.399,45018.717
Austria,AUT,2016,30330.396,0,15643.162,45973.558
Austria,AUT,2017,31105.662,0,15468.543,46574.205
Austria,AUT,2018,30318.656,0,15027.287,45345.943
Austria,AUT,2019,31094.922,0,16154.252,47249.174
Austria,AUT,2020,27723.637,0,16198.43,43922.067
Austria,AUT,2021,29054.254,0,15397.121,44451.375
Austria,AUT,2022,26809.592,0,14521.192,41330.784
Austria,AUT,2023,25284.916,0,16872.156,42157.072
Austria,AUT,2024,25004.379,0,19131.916,44136.295
Azerbaijan,AZE,1985,33981.66,0,536.1911,34517.8511
Azerbaijan,AZE,1986,36343.54,0,324.21115,36667.75115
Azerbaijan,AZE,1987,34774.473,0,320.20087,35094.67387
Azerbaijan,AZE,1988,34334.938,0,273.90408,34608.84208
Azerbaijan,AZE,1989,34598.426,0,270.6108,34869.0368
Azerbaijan,AZE,1990,35354.11,0,636.9108,35991.0208
Azerbaijan,AZE,1991,33516.324,0,668.13403,34184.45803
Azerbaijan,AZE,1992,28251.86,0,655.3814,28907.2414
Azerbaijan,AZE,1993,23827.79,0,898.0253,24725.8153
Azerbaijan,AZE,1994,21744.738,0,668.07776,22412.81576
Azerbaijan,AZE,1995,20215.209,0,559.92535,20775.13435
Azerbaijan,AZE,1996,16242.641,0,545.1991,16787.8401
Azerbaijan,AZE,1997,15258.18,0,599.22174,15857.40174
Azerbaijan,AZE,1998,15060.924,0,675.25214,15736.17614
Azerbaijan,AZE,1999,15048.529,0,516.43085,15564.95985
Azerbaijan,AZE,2000,15599.093,0,521.2506,16120.3436
Azerbaijan,AZE,2001,14955.013,0,435.53326,15390.54626
Azerbaijan,AZE,2002,14377.92,0,664.6832,15042.6032
Azerbaijan,AZE,2003,15340.929,0,801.1693,16142.0983
Azerbaijan,AZE,2004,17192.125,0,879.4153,18071.5403
Azerbaijan,AZE,2005,18403.59,0,940.97375,19344.56375
Azerbaijan,AZE,2006,18014.004,0,772.8534,18786.8574
Azerbaijan,AZE,2007,16354.951,0,712.1671,17067.1181
Azerbaijan,AZE,2008,16202.319,0,658.55096,16860.86996
Azerbaijan,AZE,2009,13675.783,0,670.3602,14346.1432
Azerbaijan,AZE,2010,12996.001,0,981.3258,13977.3268
Azerbaijan,AZE,2011,14947.634,0,748.9205,15696.5545
Azerbaijan,AZE,2012,15475.15,0,500.5556,15975.7056
Azerbaijan,AZE,2013,15775.308,0,423.16187,16198.46987
Azerbaijan,AZE,2014,15930.464,0,372.98105,16303.44505
Azerbaijan,AZE,2015,17133.588,0,456.5762,17590.1642
Azerbaijan,AZE,2016,16670.645,0,541.27136,17211.91636
Azerbaijan,AZE,2017,16238.803,0,479.54443,16718.34743
Azerbaijan,AZE,2018,17023.027,0,493.5197,17516.5467
Azerbaijan,AZE,2019,17908.027,0,449.9941,18358.0211
Azerbaijan,AZE,2020,17818.541,0,324.8475,18143.3885
Azerbaijan,AZE,2021,18908.361,0,372.179,19280.54
Azerbaijan,AZE,2022,19953.018,0,446.38977,20399.40777
Azerbaijan,AZE,2023,20560.053,0,482.7741,21042.8271
Azerbaijan,AZE,2024,19221.572,0,864.32477,20085.89677
Bahrain,BHR,1965,,0,,0
Bahrain,BHR,1966,,0,,0
Bahrain,BHR,1967,,0,,0
Bahrain,BHR,1968,,0,,0
Bahrain,BHR,1969,,0,,0
Bahrain,BHR,1970,,0,,0
Bahrain,BHR,1971,,0,,0
Bahrain,BHR,1972,,0,,0
Bahrain,BHR,1973,,0,,0
Bahrain,BHR,1974,,0,,0
Bahrain,BHR,1975,,0,,0
Bahrain,BHR,1976,,0,,0
Bahrain,BHR,1977,,0,,0
Bahrain,BHR,1978,,0,,0
Bahrain,BHR,1979,,0,,0
Bahrain,BHR,1980,,0,,0
Bahrain,BHR,1981,,0,,0
Bahrain,BHR,1982,,0,,0
Bahrain,BHR,1983,,0,,0
Bahrain,BHR,1984,,0,,0
Bahrain,BHR,1985,,0,,0
Bahrain,BHR,1986,,0,,0
Bahrain,BHR,1987,,0,,0
Bahrain,BHR,1988,,0,,0
Bahrain,BHR,1989,,0,,0
Bahrain,BHR,1990,,0,,0
Bahrain,BHR,1991,,0,,0
Bahrain,BHR,1992,,0,,0
Bahrain,BHR,1993,,0,,0
Bahrain,BHR,1994,,0,,0
Bahrain,BHR,1995,,0,,0
Bahrain,BHR,1996,,0,,0
Bahrain,BHR,1997,,0,,0
Bahrain,BHR,1998,,0,,0
Bahrain,BHR,1999,,0,,0
Bahrain,BHR,2000,,0,,0
Bahrain,BHR,2001,,0,,0
Bahrain,BHR,2002,,0,,0
Bahrain,BHR,2003,,0,,0
Bahrain,BHR,2004,,0,,0
Bahrain,BHR,2005,,0,,0
